area_type,availability,location,size,society,bath,balcony,price,total_squaremeter
Built-up Area,02-Apr,Bahçelievler,2+1,Denizpark Konakları,2,0,6646803,100.33524
Super built-up Area,13-Oct,Bahçelievler,3+1,Kule Evleri,4,2,6361911,65.96113
Super built-up Area,07-Jun,Şişli,5+1,Denizpark Konakları,1,1,6720850,68.74822
Built-up Area,21-Apr,Bahçelievler,4+1,Bosphorus View,4,0,11522343,135.63838
Built-up Area,16-Nov,Kadıköy,4+1,Mavi Apartman,4,2,12150956,149.57383000000002
Plot Area,02-Jun,Ataşehir,2+1,Yakamoz Sitesi,3,2,12071064,193.23824000000002
Super built-up Area,19-Aug,Ataşehir,2+1,Denizpark Konakları,1,0,6020154,104.05136
Built-up Area,30-Sep,Bahçelievler,3+1,Denizpark Konakları,2,0,12312478,174.65764000000001
Super built-up Area,28-Aug,Beşiktaş,1+1,Panorama Evleri,1,2,18136755,229.47041000000002
Built-up Area,03-Feb,Beşiktaş,2+1,Park Bahçesi,1,1,10302574,142.14159
Plot Area,02-Dec,Bahçelievler,3+1,Yakamoz Sitesi,4,0,11282883,210.88981
Plot Area,10-Dec,Kadıköy,2+1,Park Bahçesi,1,1,20435873,222.03817
Built-up Area,23-Jun,Beşiktaş,3+1,Panorama Evleri,3,0,8940184,95.69009
Super built-up Area,29-Sep,Kadıköy,4+1,Mavi Apartman,1,1,9071530,130.0642
Plot Area,02-Dec,Fatih,2+1,Bosphorus View,1,0,11504846,148.6448
Built-up Area,02-Aug,Fatih,5+1,Bosphorus View,3,2,8756082,104.05136
Plot Area,20-Feb,Kadıköy,2+1,Bosphorus View,1,1,8115952,100.33524
Built-up Area,29-Apr,Beşiktaş,3+1,Kule Evleri,2,0,17334139,144.92868
Super built-up Area,10-Jun,Bahçelievler,2+1,Yakamoz Sitesi,2,0,6483730,112.41263000000001
Super built-up Area,24-Aug,Fatih,1+1,Mavi Apartman,2,1,18844550,190.45115
Built-up Area,17-Jul,Bahçelievler,1+1,Denizpark Konakları,1,0,10843699,130.99323
Built-up Area,22-May,Şişli,1+1,Kule Evleri,1,0,20136872,206.24466
Plot Area,01-Jan,Kadıköy,5+1,Park Bahçesi,4,0,8838534,111.4836
Plot Area,19-Mar,Fatih,5+1,Panorama Evleri,1,0,12946704,146.78674
Super built-up Area,09-Dec,Ataşehir,5+1,Bosphorus View,2,0,11144452,171.87055
Built-up Area,27-Apr,Şişli,3+1,Yakamoz Sitesi,3,2,14825742,196.95436
Built-up Area,21-Sep,Fatih,2+1,Yakamoz Sitesi,1,0,16393465,200.67048
Super built-up Area,31-Dec,Fatih,2+1,Kule Evleri,2,1,6216085,61.31598
Super built-up Area,06-Jan,Kadıköy,1+1,Park Bahçesi,2,1,15690490,168.15443
Plot Area,02-Jul,Şişli,2+1,Yakamoz Sitesi,3,1,18232256,218.32205000000002
Plot Area,14-May,Fatih,2+1,Park Bahçesi,2,0,9571519,136.56741
Built-up Area,18-Mar,Maltepe,2+1,Panorama Evleri,2,2,11997490,136.56741
Plot Area,12-Dec,Beşiktaş,5+1,Yakamoz Sitesi,1,2,19761137,180.23182
Plot Area,10-Sep,Fatih,1+1,Kule Evleri,1,0,15223989,175.58667
Super built-up Area,10-Jul,Kadıköy,2+1,Mavi Apartman,2,1,6486015,105.90942
Plot Area,19-May,Ataşehir,4+1,Panorama Evleri,2,2,15434858,168.15443
Super built-up Area,01-Apr,Şişli,1+1,Bosphorus View,2,2,11090757,144.92868
Super built-up Area,29-Nov,Bahçelievler,3+1,Park Bahçesi,1,0,8174807,127.27711000000001
Plot Area,13-Dec,Kadıköy,5+1,Kule Evleri,4,2,15132830,198.81242
Super built-up Area,08-Mar,Bahçelievler,3+1,Park Bahçesi,3,0,12031877,188.59309000000002
Plot Area,21-Feb,Bahçelievler,2+1,Denizpark Konakları,1,1,6988441,92.903
Plot Area,18-Mar,Maltepe,2+1,Yakamoz Sitesi,1,2,6561724,81.75464
Super built-up Area,16-Nov,Bahçelievler,1+1,Kule Evleri,1,0,10235801,133.78032000000002
Plot Area,15-Dec,Maltepe,4+1,Mavi Apartman,1,0,12395852,167.2254
Super built-up Area,20-Jun,Kadıköy,1+1,Yakamoz Sitesi,1,1,15351138,202.52854
Super built-up Area,14-Oct,Bahçelievler,3+1,Denizpark Konakları,3,2,5703342,77.10949000000001
Plot Area,02-May,Beşiktaş,1+1,Bosphorus View,1,0,11574257,145.85771
Super built-up Area,18-Jan,Kadıköy,3+1,Bosphorus View,4,2,12905864,191.38018
Plot Area,23-Apr,Fatih,4+1,Mavi Apartman,1,1,11354333,130.0642
Built-up Area,05-Jan,Şişli,2+1,Yakamoz Sitesi,2,0,8393969,103.12233
Plot Area,05-Sep,Bahçelievler,1+1,Bosphorus View,2,1,5604387,69.67725
Plot Area,04-Nov,Bahçelievler,1+1,Denizpark Konakları,2,1,10462473,130.0642
Plot Area,02-Sep,Kadıköy,3+1,Kule Evleri,4,2,17535626,170.94152
Super built-up Area,24-Jul,Maltepe,3+1,Mavi Apartman,1,2,6101376,87.32882000000001
Plot Area,10-Jul,Fatih,1+1,Yakamoz Sitesi,2,0,11901322,132.85129
Super built-up Area,08-Nov,Fatih,3+1,Yakamoz Sitesi,1,2,15481446,172.79958
Super built-up Area,24-Nov,Kadıköy,3+1,Park Bahçesi,1,0,4999221,72.46434
Super built-up Area,07-Aug,Kadıköy,2+1,Park Bahçesi,2,0,18341392,187.66406
Super built-up Area,11-Aug,Bahçelievler,3+1,Kule Evleri,2,1,9723115,153.28995
Built-up Area,11-Jul,Kadıköy,2+1,Park Bahçesi,2,0,7478668,145.85771
Built-up Area,30-May,Bahçelievler,5+1,Denizpark Konakları,2,0,6229293,85.47076
Built-up Area,21-Jun,Fatih,4+1,Bosphorus View,4,1,8344429,97.54815
Built-up Area,18-Jun,Beşiktaş,4+1,Panorama Evleri,4,0,15768142,141.21256
Super built-up Area,12-Jul,Beşiktaş,1+1,Denizpark Konakları,2,2,7881930,62.24501
Plot Area,14-Nov,Şişli,2+1,Kule Evleri,1,2,21493259,195.0963
Plot Area,22-Dec,Ataşehir,3+1,Mavi Apartman,1,0,4250940,84.54173
Plot Area,16-Sep,Beşiktaş,5+1,Mavi Apartman,3,0,15860383,209.96078
Plot Area,17-May,Beşiktaş,5+1,Bosphorus View,4,2,6560011,77.10949000000001
Built-up Area,16-Sep,Maltepe,1+1,Yakamoz Sitesi,2,0,13548684,214.60593
Super built-up Area,13-Aug,Maltepe,4+1,Mavi Apartman,1,2,11015269,190.45115
Super built-up Area,23-Aug,Beşiktaş,2+1,Park Bahçesi,2,1,13115239,143.07062
Super built-up Area,29-Apr,Şişli,4+1,Park Bahçesi,3,0,5280324,59.45792
Built-up Area,31-May,Bahçelievler,5+1,Panorama Evleri,4,1,6017633,78.96755
Built-up Area,04-Mar,Fatih,2+1,Mavi Apartman,1,0,16387491,209.03175000000002
Plot Area,20-May,Bahçelievler,4+1,Mavi Apartman,2,1,8740171,140.28353
Super built-up Area,27-Mar,Bahçelievler,2+1,Kule Evleri,3,2,10609696,142.14159
Super built-up Area,07-Jun,Fatih,5+1,Panorama Evleri,4,0,6909811,89.18688
Super built-up Area,14-Mar,Kadıköy,5+1,Kule Evleri,3,2,9569222,118.91584
Plot Area,06-Jul,Ataşehir,1+1,Yakamoz Sitesi,2,2,14198464,190.45115
Plot Area,26-Feb,Kadıköy,4+1,Park Bahçesi,1,0,12006797,142.14159
Super built-up Area,30-Jan,Beşiktaş,3+1,Panorama Evleri,4,2,16073001,184.87697
Super built-up Area,21-May,Beşiktaş,2+1,Park Bahçesi,2,0,12356988,143.99965
Built-up Area,15-Jul,Bahçelievler,4+1,Denizpark Konakları,3,2,12327591,188.59309000000002
Built-up Area,26-Jun,Bahçelievler,3+1,Kule Evleri,1,0,6259457,78.96755
Built-up Area,13-Jun,Bahçelievler,3+1,Bosphorus View,1,1,16922146,210.88981
Super built-up Area,25-Aug,Bahçelievler,4+1,Mavi Apartman,4,0,8224183,88.25785
Plot Area,15-Sep,Beşiktaş,3+1,Bosphorus View,1,2,17687369,181.16085
Super built-up Area,19-Jan,Bahçelievler,3+1,Panorama Evleri,2,2,4345507,63.174040000000005
Super built-up Area,15-Dec,Ataşehir,5+1,Park Bahçesi,4,1,12144142,188.59309000000002
Plot Area,20-Jul,Beşiktaş,3+1,Park Bahçesi,1,1,18583679,174.65764000000001
Super built-up Area,05-May,Bahçelievler,3+1,Mavi Apartman,3,0,7585330,129.13517000000002
Super built-up Area,06-Jan,Maltepe,2+1,Yakamoz Sitesi,3,0,7838041,84.54173
Super built-up Area,20-Apr,Ataşehir,4+1,Park Bahçesi,1,0,13382956,196.95436
Plot Area,04-Dec,Bahçelievler,5+1,Mavi Apartman,1,2,6103378,88.25785
Plot Area,18-Mar,Bahçelievler,2+1,Panorama Evleri,1,2,7204328,113.34166
Super built-up Area,24-Aug,Şişli,4+1,Denizpark Konakları,2,2,17347681,222.03817
Plot Area,21-Dec,Ataşehir,1+1,Panorama Evleri,1,2,10821346,161.65122
Super built-up Area,26-Oct,Maltepe,4+1,Bosphorus View,4,0,10482032,154.21898000000002
Super built-up Area,07-Nov,Bahçelievler,1+1,Yakamoz Sitesi,1,1,6261380,75.25143
Built-up Area,25-Jul,Fatih,2+1,Park Bahçesi,3,0,15321480,184.87697
Super built-up Area,26-Dec,Beşiktaş,1+1,Yakamoz Sitesi,1,2,19625337,188.59309000000002
Built-up Area,17-Apr,Şişli,5+1,Mavi Apartman,2,1,19369829,214.60593
Plot Area,14-Jun,Bahçelievler,1+1,Park Bahçesi,2,1,4381469,55.7418
Super built-up Area,17-Jun,Maltepe,5+1,Panorama Evleri,4,1,9563749,154.21898000000002
Super built-up Area,08-Jun,Maltepe,3+1,Denizpark Konakları,3,2,9976552,156.07704
Super built-up Area,20-Feb,Beşiktaş,3+1,Denizpark Konakları,2,0,12944495,149.57383000000002
Super built-up Area,13-Nov,Fatih,3+1,Bosphorus View,4,1,7440881,70.60628
Built-up Area,21-Nov,Maltepe,2+1,Park Bahçesi,3,1,14134136,182.08988
Plot Area,04-Jan,Kadıköy,2+1,Bosphorus View,1,2,13930915,157.9351
Super built-up Area,27-May,Fatih,5+1,Kule Evleri,1,1,9408463,97.54815
Built-up Area,15-Feb,Maltepe,1+1,Bosphorus View,1,1,8563713,122.63196
Plot Area,29-Jul,Şişli,4+1,Denizpark Konakları,4,2,6685755,74.3224
Plot Area,18-Nov,Şişli,4+1,Mavi Apartman,3,1,6938263,117.98681
Plot Area,03-Sep,Beşiktaş,2+1,Mavi Apartman,2,0,15663491,222.9672
Plot Area,31-Jul,Ataşehir,4+1,Mavi Apartman,2,0,19749922,220.18011
Super built-up Area,02-Oct,Kadıköy,5+1,Yakamoz Sitesi,2,2,15214318,196.02533
Plot Area,11-Apr,Fatih,3+1,Panorama Evleri,4,2,13108035,125.41905
Plot Area,12-Mar,Maltepe,2+1,Yakamoz Sitesi,1,1,12106277,184.87697
Plot Area,29-Aug,Şişli,3+1,Bosphorus View,3,2,13228308,122.63196
Built-up Area,16-Aug,Maltepe,2+1,Park Bahçesi,3,1,19529529,215.53496
Plot Area,26-Nov,Kadıköy,2+1,Bosphorus View,1,1,13850329,185.806
Built-up Area,26-Nov,Şişli,1+1,Denizpark Konakları,1,1,14765233,168.15443
Plot Area,16-Dec,Şişli,3+1,Kule Evleri,3,0,13450570,149.57383000000002
Plot Area,25-Jul,Beşiktaş,1+1,Kule Evleri,2,0,14293290,127.27711000000001
Super built-up Area,05-May,Şişli,1+1,Denizpark Konakları,2,0,8002424,77.10949000000001
Super built-up Area,10-Oct,Fatih,5+1,Bosphorus View,1,0,14258854,131.92226
Super built-up Area,09-Feb,Beşiktaş,2+1,Bosphorus View,3,0,15520752,215.53496
Built-up Area,14-Dec,Ataşehir,3+1,Denizpark Konakları,1,0,8326720,148.6448
Plot Area,09-Jan,Fatih,3+1,Kule Evleri,2,0,14071274,167.2254
Plot Area,06-Sep,Kadıköy,2+1,Panorama Evleri,2,2,12201236,183.94794000000002
Plot Area,01-Sep,Bahçelievler,2+1,Denizpark Konakları,3,1,7197743,89.18688
Built-up Area,14-Aug,Şişli,1+1,Mavi Apartman,1,1,10919545,135.63838
Built-up Area,08-Mar,Ataşehir,1+1,Mavi Apartman,2,0,10205582,196.95436
Super built-up Area,31-Aug,Bahçelievler,2+1,Mavi Apartman,3,0,13480818,228.54138
Super built-up Area,24-May,Fatih,3+1,Bosphorus View,2,1,11265600,117.05778000000001
Super built-up Area,02-Jun,Şişli,2+1,Panorama Evleri,1,0,9337164,118.91584
Built-up Area,19-Nov,Beşiktaş,4+1,Bosphorus View,2,2,15210283,145.85771
Built-up Area,12-Oct,Ataşehir,4+1,Panorama Evleri,4,2,15343017,196.02533
Plot Area,12-Jun,Şişli,1+1,Bosphorus View,1,1,18605302,200.67048
Super built-up Area,09-Jun,Kadıköy,3+1,Panorama Evleri,1,1,11544441,143.99965
Built-up Area,03-Aug,Kadıköy,4+1,Yakamoz Sitesi,3,2,9015242,156.07704
Built-up Area,11-Aug,Beşiktaş,3+1,Yakamoz Sitesi,1,0,16455899,158.86413000000002
Built-up Area,10-Jan,Beşiktaş,5+1,Yakamoz Sitesi,3,0,6606055,77.10949000000001
Super built-up Area,04-Nov,Beşiktaş,2+1,Bosphorus View,1,0,12479455,122.63196
Super built-up Area,26-May,Kadıköy,2+1,Panorama Evleri,1,0,7985249,91.97397000000001
Built-up Area,23-Jun,Kadıköy,3+1,Kule Evleri,3,2,13387755,160.72219
Plot Area,15-May,Beşiktaş,1+1,Denizpark Konakları,1,1,13582658,144.92868
Plot Area,14-Mar,Şişli,3+1,Park Bahçesi,4,2,10961439,128.20614
Built-up Area,26-Jun,Fatih,1+1,Bosphorus View,2,1,14767745,137.49644
Plot Area,08-Jan,Şişli,2+1,Denizpark Konakları,3,0,10272059,160.72219
Super built-up Area,05-Dec,Fatih,1+1,Bosphorus View,1,2,10322614,94.76106
Built-up Area,23-Nov,Fatih,4+1,Kule Evleri,2,1,11253751,134.70935
Super built-up Area,24-Apr,Maltepe,4+1,Denizpark Konakları,4,2,9747775,135.63838
Plot Area,20-Nov,Beşiktaş,1+1,Mavi Apartman,1,1,16329499,178.37376
Plot Area,29-Jul,Kadıköy,3+1,Park Bahçesi,1,0,11417045,155.14801
Built-up Area,12-Jun,Beşiktaş,4+1,Mavi Apartman,2,2,9702525,98.47718
Plot Area,15-Nov,Şişli,5+1,Denizpark Konakları,3,2,11899503,142.14159
Built-up Area,11-Jun,Şişli,5+1,Mavi Apartman,2,2,12110089,189.52212
Plot Area,22-Jan,Fatih,2+1,Kule Evleri,2,2,15443736,199.74145000000001
Super built-up Area,27-Mar,Fatih,3+1,Denizpark Konakları,1,0,7617179,90.11591
Super built-up Area,29-Dec,Fatih,2+1,Kule Evleri,3,2,13894396,172.79958
Plot Area,16-Jun,Şişli,3+1,Denizpark Konakları,2,0,13014533,131.92226
Super built-up Area,25-Sep,Maltepe,2+1,Park Bahçesi,3,2,5967475,83.6127
Plot Area,23-Sep,Fatih,1+1,Park Bahçesi,2,1,14709106,158.86413000000002
Super built-up Area,15-Aug,Şişli,5+1,Kule Evleri,1,2,19635129,210.88981
Super built-up Area,30-Dec,Şişli,2+1,Denizpark Konakları,2,1,6040170,65.0321
Built-up Area,21-Apr,Ataşehir,3+1,Yakamoz Sitesi,1,2,19379174,218.32205000000002
Super built-up Area,08-Apr,Maltepe,4+1,Park Bahçesi,3,2,9446947,130.0642
Super built-up Area,14-Dec,Ataşehir,3+1,Denizpark Konakları,1,0,7634167,113.34166
Super built-up Area,13-Aug,Maltepe,4+1,Yakamoz Sitesi,1,1,15593579,205.31563
Plot Area,23-May,Beşiktaş,1+1,Kule Evleri,2,0,11025190,123.56099
Plot Area,14-Jan,Ataşehir,5+1,Panorama Evleri,4,0,10615230,141.21256
Plot Area,23-Aug,Ataşehir,2+1,Denizpark Konakları,2,1,12117679,160.72219
Built-up Area,06-Jan,Ataşehir,4+1,Park Bahçesi,1,2,12247047,170.94152
Plot Area,24-May,Şişli,1+1,Bosphorus View,2,1,7495604,75.25143
Super built-up Area,23-Apr,Fatih,5+1,Denizpark Konakları,2,2,15662127,143.07062
Plot Area,24-Oct,Şişli,5+1,Kule Evleri,4,1,9388637,94.76106
Plot Area,20-May,Ataşehir,1+1,Panorama Evleri,1,1,7381703,133.78032000000002
Plot Area,11-Aug,Şişli,5+1,Mavi Apartman,2,1,7590731,83.6127
Super built-up Area,02-Mar,Beşiktaş,3+1,Kule Evleri,2,2,25878569,227.61235
Built-up Area,15-Jan,Bahçelievler,1+1,Mavi Apartman,2,2,14016382,211.81884
Super built-up Area,06-Nov,Ataşehir,2+1,Mavi Apartman,1,0,9514633,122.63196
Plot Area,28-Oct,Fatih,1+1,Denizpark Konakları,1,0,7339273,117.98681
Built-up Area,25-Jun,Ataşehir,2+1,Mavi Apartman,1,1,13243216,171.87055
Super built-up Area,25-Jul,Bahçelievler,2+1,Bosphorus View,2,1,13328398,199.74145000000001
Super built-up Area,24-Oct,Maltepe,2+1,Yakamoz Sitesi,2,1,13122463,209.03175000000002
Super built-up Area,26-Oct,Bahçelievler,2+1,Yakamoz Sitesi,1,0,16525811,206.24466
Plot Area,20-May,Beşiktaş,3+1,Yakamoz Sitesi,3,0,13348837,166.29637
Built-up Area,20-Sep,Ataşehir,1+1,Panorama Evleri,1,1,5750622,130.0642
Super built-up Area,01-May,Bahçelievler,3+1,Bosphorus View,3,0,15191846,218.32205000000002
Super built-up Area,17-Feb,Fatih,2+1,Kule Evleri,2,0,16497387,215.53496
Built-up Area,13-Sep,Bahçelievler,3+1,Park Bahçesi,3,0,14056790,197.88339
Plot Area,01-Jul,Beşiktaş,3+1,Mavi Apartman,2,2,9392371,132.85129
Plot Area,04-Jun,Kadıköy,5+1,Yakamoz Sitesi,3,1,11693505,104.98039
Built-up Area,04-Nov,Ataşehir,2+1,Mavi Apartman,2,1,6948946,88.25785
Super built-up Area,26-Feb,Kadıköy,1+1,Mavi Apartman,2,0,12605791,188.59309000000002
Super built-up Area,28-Apr,Bahçelievler,1+1,Mavi Apartman,2,1,7092676,78.96755
Built-up Area,09-Oct,Fatih,4+1,Denizpark Konakları,3,0,6838407,62.24501
Plot Area,04-Jan,Fatih,3+1,Mavi Apartman,1,0,13145749,138.42547
Super built-up Area,19-Mar,Fatih,1+1,Panorama Evleri,1,2,19064181,213.67690000000002
Built-up Area,30-Oct,Maltepe,5+1,Panorama Evleri,3,0,17995693,227.61235
Super built-up Area,22-Aug,Fatih,1+1,Kule Evleri,2,0,12797544,170.94152
Super built-up Area,23-Jan,Ataşehir,3+1,Bosphorus View,1,1,14938070,223.89623
Built-up Area,14-Feb,Beşiktaş,5+1,Mavi Apartman,3,2,13179271,137.49644
Super built-up Area,30-Oct,Ataşehir,4+1,Panorama Evleri,2,1,11185360,145.85771
Built-up Area,16-Jun,Şişli,2+1,Mavi Apartman,2,2,15760904,175.58667
Plot Area,30-Mar,Kadıköy,2+1,Kule Evleri,2,2,17449933,232.2575
Super built-up Area,28-Jan,Fatih,1+1,Mavi Apartman,1,1,7509539,64.10307
Plot Area,17-Jun,Maltepe,4+1,Panorama Evleri,1,2,15091611,205.31563
Built-up Area,17-Sep,Bahçelievler,2+1,Kule Evleri,3,1,12322531,196.95436
Super built-up Area,27-Oct,Kadıköy,1+1,Bosphorus View,2,1,11592425,131.92226
Plot Area,09-Mar,Maltepe,5+1,Mavi Apartman,2,2,9823072,168.15443
Built-up Area,22-Apr,Bahçelievler,3+1,Denizpark Konakları,4,2,6098369,68.74822
Plot Area,23-Jan,Beşiktaş,2+1,Bosphorus View,1,1,11293960,133.78032000000002
Built-up Area,05-Apr,Maltepe,4+1,Park Bahçesi,4,2,8602640,140.28353
Built-up Area,03-Feb,Fatih,5+1,Panorama Evleri,1,2,12363389,116.12875
Super built-up Area,06-Mar,Şişli,3+1,Panorama Evleri,1,0,17965380,196.02533
Plot Area,18-Nov,Maltepe,1+1,Mavi Apartman,2,1,5186871,73.39337
Built-up Area,13-Oct,Kadıköy,5+1,Yakamoz Sitesi,4,2,9053226,96.61912000000001
Built-up Area,17-May,Beşiktaş,1+1,Mavi Apartman,1,1,4599885,61.31598
Super built-up Area,22-Jan,Ataşehir,5+1,Panorama Evleri,1,2,10128048,154.21898000000002
Built-up Area,18-Sep,Kadıköy,4+1,Kule Evleri,4,0,4845344,82.68367
Plot Area,22-Sep,Beşiktaş,1+1,Park Bahçesi,2,2,18703640,210.88981
Plot Area,28-Jun,Ataşehir,3+1,Bosphorus View,1,0,11409224,137.49644
Built-up Area,08-Mar,Fatih,4+1,Kule Evleri,1,2,17507085,216.46399
Plot Area,12-Aug,Maltepe,4+1,Bosphorus View,2,0,11294819,183.01891
Super built-up Area,25-Sep,Fatih,4+1,Mavi Apartman,1,0,17771582,210.88981
Built-up Area,12-Dec,Ataşehir,4+1,Yakamoz Sitesi,2,0,16106914,202.52854
Super built-up Area,12-Aug,Bahçelievler,5+1,Kule Evleri,3,0,10541217,143.07062
Plot Area,06-Jul,Ataşehir,2+1,Park Bahçesi,2,1,8048580,86.39979
Super built-up Area,27-Aug,Fatih,4+1,Mavi Apartman,4,2,21400884,209.03175000000002
Super built-up Area,10-Dec,Beşiktaş,4+1,Mavi Apartman,4,2,14781966,170.94152
Super built-up Area,31-Aug,Bahçelievler,4+1,Bosphorus View,1,2,10432478,135.63838
Super built-up Area,12-Mar,Kadıköy,1+1,Kule Evleri,1,1,14329421,191.38018
Super built-up Area,23-May,Maltepe,2+1,Mavi Apartman,3,1,7820879,111.4836
Plot Area,15-May,Bahçelievler,1+1,Park Bahçesi,2,0,10704504,175.58667
Built-up Area,20-Aug,Beşiktaş,5+1,Yakamoz Sitesi,3,2,6035104,80.82561
Plot Area,19-Jul,Maltepe,1+1,Yakamoz Sitesi,1,2,13624757,164.43831
Super built-up Area,15-Sep,Maltepe,1+1,Bosphorus View,1,1,10505555,184.87697
Plot Area,09-Mar,Bahçelievler,1+1,Mavi Apartman,1,2,7427669,84.54173
Super built-up Area,01-Nov,Maltepe,4+1,Park Bahçesi,4,2,6153376,72.46434
Built-up Area,19-May,Şişli,1+1,Yakamoz Sitesi,2,0,11355359,196.02533
Plot Area,10-Mar,Kadıköy,3+1,Kule Evleri,2,2,12035472,126.34808000000001
Built-up Area,03-Dec,Beşiktaş,1+1,Mavi Apartman,2,1,13055527,168.15443
Super built-up Area,03-Dec,Kadıköy,2+1,Yakamoz Sitesi,3,0,13499976,147.71577
Built-up Area,11-Dec,Ataşehir,3+1,Park Bahçesi,2,1,15292085,224.82526000000001
Built-up Area,17-Jan,Beşiktaş,5+1,Yakamoz Sitesi,3,2,12594969,124.49002
Built-up Area,12-Jul,Ataşehir,1+1,Bosphorus View,1,1,14295574,157.9351
Super built-up Area,04-Apr,Maltepe,4+1,Mavi Apartman,4,1,13697796,171.87055
Plot Area,21-Feb,Bahçelievler,1+1,Panorama Evleri,1,0,5051160,80.82561
Super built-up Area,24-Oct,Maltepe,4+1,Bosphorus View,1,2,4958646,61.31598
Built-up Area,23-Jun,Beşiktaş,3+1,Kule Evleri,4,2,15007344,191.38018
Plot Area,20-Nov,Bahçelievler,2+1,Mavi Apartman,1,2,9147212,134.70935
Super built-up Area,03-Jul,Ataşehir,3+1,Yakamoz Sitesi,3,1,8079606,99.40621
Built-up Area,17-Mar,Kadıköy,4+1,Yakamoz Sitesi,2,1,10645301,170.94152
Plot Area,01-Jun,Beşiktaş,4+1,Bosphorus View,3,2,21566215,221.10914
Plot Area,24-Jun,Ataşehir,5+1,Bosphorus View,2,2,11420943,168.15443
Plot Area,05-Aug,Fatih,1+1,Park Bahçesi,1,0,12143911,120.7739
Super built-up Area,30-Jul,Ataşehir,2+1,Denizpark Konakları,3,2,5866542,95.69009
Plot Area,01-Feb,Ataşehir,5+1,Park Bahçesi,4,1,6297600,91.97397000000001
Super built-up Area,02-May,Ataşehir,1+1,Panorama Evleri,1,1,10365683,181.16085
Built-up Area,16-Apr,Kadıköy,3+1,Kule Evleri,4,0,18406186,219.25108
Built-up Area,22-Aug,Fatih,2+1,Kule Evleri,2,0,6708907,65.96113
Built-up Area,10-Feb,Şişli,1+1,Panorama Evleri,1,1,12535560,157.9351
Super built-up Area,29-Dec,Beşiktaş,5+1,Mavi Apartman,1,2,18642305,197.88339
Super built-up Area,15-Sep,Kadıköy,2+1,Panorama Evleri,1,1,7677011,78.03852
Built-up Area,26-Jun,Maltepe,1+1,Panorama Evleri,1,1,14649005,197.88339
Built-up Area,02-Apr,Kadıköy,2+1,Denizpark Konakları,2,2,11158670,92.903
Super built-up Area,22-Mar,Fatih,2+1,Kule Evleri,3,1,15877891,186.73503
Super built-up Area,24-Nov,Kadıköy,2+1,Park Bahçesi,2,2,7026564,73.39337
Super built-up Area,01-Aug,Bahçelievler,4+1,Bosphorus View,4,0,15355750,196.02533
Super built-up Area,27-Oct,Beşiktaş,2+1,Yakamoz Sitesi,1,2,17411688,179.30279000000002
Plot Area,31-Aug,Şişli,5+1,Bosphorus View,2,2,5029135,57.59986
Super built-up Area,06-Aug,Maltepe,4+1,Park Bahçesi,1,2,12447962,163.50928
Plot Area,03-Apr,Maltepe,5+1,Bosphorus View,4,1,8675241,103.12233
Plot Area,19-Jul,Kadıköy,2+1,Bosphorus View,2,2,9043036,97.54815
Super built-up Area,18-Jul,Fatih,3+1,Kule Evleri,1,1,8289114,81.75464
Built-up Area,12-Aug,Fatih,2+1,Denizpark Konakları,1,0,18757842,191.38018
Plot Area,23-Mar,Ataşehir,2+1,Yakamoz Sitesi,2,0,9818219,109.62554
Plot Area,25-Oct,Bahçelievler,1+1,Yakamoz Sitesi,1,2,13565885,176.5157
Super built-up Area,14-Aug,Şişli,5+1,Denizpark Konakları,2,1,6638035,72.46434
Plot Area,05-Apr,Şişli,3+1,Kule Evleri,3,0,15063105,193.23824000000002
Super built-up Area,18-Jun,Beşiktaş,3+1,Mavi Apartman,2,2,5663267,65.0321
Super built-up Area,06-Feb,Şişli,2+1,Panorama Evleri,3,1,20059066,226.68332
Super built-up Area,04-Jul,Kadıköy,3+1,Kule Evleri,4,2,7136107,112.41263000000001
Super built-up Area,26-Jun,Ataşehir,2+1,Panorama Evleri,1,2,15647860,190.45115
Super built-up Area,06-Apr,Bahçelievler,4+1,Yakamoz Sitesi,4,1,12974207,155.14801
Built-up Area,18-Oct,Maltepe,1+1,Kule Evleri,1,1,14713699,232.2575
Plot Area,01-Nov,Maltepe,1+1,Panorama Evleri,2,1,5827360,81.75464
Built-up Area,08-Jul,Maltepe,5+1,Bosphorus View,3,2,11807869,135.63838
Built-up Area,07-Mar,Ataşehir,5+1,Denizpark Konakları,2,0,13151433,177.44473
Plot Area,21-Feb,Fatih,1+1,Park Bahçesi,1,2,15366780,175.58667
Plot Area,16-Jul,Kadıköy,5+1,Kule Evleri,1,2,9537305,94.76106
Built-up Area,10-Nov,Bahçelievler,1+1,Kule Evleri,1,2,2840025,55.7418
Plot Area,23-Aug,Ataşehir,4+1,Yakamoz Sitesi,4,2,7664538,89.18688
Built-up Area,10-Dec,Ataşehir,2+1,Denizpark Konakları,1,2,5482266,77.10949000000001
Built-up Area,04-Jun,Ataşehir,5+1,Panorama Evleri,1,0,5844498,77.10949000000001
Plot Area,14-May,Fatih,4+1,Denizpark Konakları,3,1,16787478,170.94152
Built-up Area,25-Aug,Fatih,1+1,Yakamoz Sitesi,1,0,25552115,197.88339
Built-up Area,25-Jan,Kadıköy,5+1,Mavi Apartman,2,0,11859581,153.28995
Super built-up Area,18-Oct,Şişli,3+1,Bosphorus View,2,2,15984995,198.81242
Plot Area,07-Aug,Ataşehir,2+1,Park Bahçesi,2,1,12863074,195.0963
